_id,Series Name,Series Code,Country Name,Country Code,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014
1084,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Eritrea,ERI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Equatorial Guinea,GNQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,El Salvador,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,"Egypt, Arab Rep.",EGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Ecuador,ECU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Dominican Republic,DOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Dominica,DMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Djibouti,DJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Czech Republic,CZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Cyprus,CYP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Curacao,CUW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Cuba,CUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Croatia,HRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Cote d'Ivoire,CIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Cook Islands,COK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,"Congo, Dem. Rep.",ZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Comoros,COM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Colombia,COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,China,CHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Chile,CHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Channel Islands,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Central African Republic,CAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Cayman Islands,CYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Cape Verde,CPV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Canada,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Cameroon,CMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Cambodia,KHM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Burundi,BDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Burkina Faso,BFA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Bulgaria,BGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Brunei Darussalam,BRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,British Virgin Islands,VGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Brazil,BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Botswana,BWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Bosnia and Herzegovina,BIH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Bolivia,BOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Bhutan,BTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Bermuda,BMU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Benin,BEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Belize,BLZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Belgium,BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Belarus,BLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Barbados,BRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Bangladesh,BGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Bahrain,BHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Azerbaijan,AZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Aruba,ABW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Armenia,ARM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Argentina,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Antigua and Barbuda,ATG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Andorra,ADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Algeria,DZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Albania,ALB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,Access to Clean Fuels and Technologies for cooking (% of rural population with access),2.2_ACCESS.CFT.RURAL,Afghanistan,AFG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,United States,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,United Kingdom,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,St. Vincent and the Grenadines,VCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,St. Martin (French part),MAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,St. Lucia,LCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Slovenia,SVN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Papua New Guinea,PNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Panama,PAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Palau,PLW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Mauritius,MUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Malawi,MWI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Madagascar,MDG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,"Macedonia, FYR",MKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Guyana,GUY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Guatemala,GTM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Guam,GUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Guadeloupe,GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Grenada,GRD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Costa Rica,CRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,"Congo, Rep.",COG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Chad,TCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,"Bahamas, The",BHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Angola,AGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,American Samoa,ASM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Zimbabwe,ZWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Zambia,ZMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,"Yemen, Rep.",YEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Western Sahara,ESH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,West Bank and Gaza,WBG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Virgin Islands (U.S.),VIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Vietnam,VNM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,"Venezuela, RB",VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Vanuatu,VUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Uzbekistan,UZB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Uruguay,URY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Ukraine,UKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Uganda,UGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Tuvalu,TUV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Turks and Caicos Islands,TCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Turkmenistan,TKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Turkey,TUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Tunisia,TUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Trinidad and Tobago,TTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Tonga,TON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Togo,TGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Timor-Leste,TMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Thailand,THA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Tanzania,TZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Tajikistan,TJK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,"Taiwan, China",TWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Syrian Arab Republic,SYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Switzerland,CHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Swaziland,SWZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Suriname,SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,St. Kitts and Nevis,KNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Sri Lanka,LKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,South Sudan,SSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,South Africa,ZAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Somalia,SOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Solomon Islands,SLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Slovak Republic,SVK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Sint Maarten (Dutch part),SXM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Singapore,SGP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
